"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2012","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","63,590,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,657,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,147,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,320,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,467,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","31,941,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,072,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","9,568,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,777,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","574,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","618,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,050,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","838,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","8,487,000",""
"SURVEY","2012","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,769,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,130,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,889,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,281,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","29,304,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,410,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","18,446,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,612,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,431,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,575,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,365,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","873,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,038,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","662,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","495,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,629,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","238,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","8,572,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","10,367,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,167,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","736,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","22,678,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,233,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,669,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","662,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,378,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,456,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","54,542,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,317,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,427,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,456,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,693,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","28,050,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","902,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","8,053,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,570,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","397,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","651,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,207,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","545,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,787,000",""
"SURVEY","2011","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,251,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,166,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,809,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,205,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","42,579,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,894,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","21,528,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,225,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,118,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,217,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,026,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","959,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,540,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","945,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","911,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,320,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","420,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,877,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","13,094,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,258,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,030,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","18,356,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,405,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","865,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","730,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,645,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,591,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","69,615,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,544,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,751,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,282,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,364,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","23,209,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,260,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","10,872,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,193,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","806,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","614,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,124,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","478,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,881,000",""
"SURVEY","2010","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,946,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","837,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,508,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,943,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","16,284,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,122,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","16,415,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,918,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,672,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","7,202,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","694,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","582,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,747,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,049,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","474,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,183,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","585,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,138,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","11,419,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,922,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,029,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","14,921,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,924,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","831,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","668,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,645,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,272,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","47,817,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,546,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,880,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,195,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,705,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","25,304,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","846,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","7,794,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,442,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","492,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","807,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,310,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","481,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,972,000",""
"SURVEY","2009","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,540,000",""
"SURVEY","2008","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,129,000",""
"SURVEY","2008","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,016,000",""
"SURVEY","2008","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,835,000",""
"SURVEY","2008","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","25,520,000",""
"SURVEY","2008","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,835,000",""
